code,region,name,type1_attendances,type2_attendances,type3_attendances,total_attendances,type1_seen_4hr,type2_seen_4hr,type3_seen_4hr,total_seen_4hr,type1_breach_4hr,type2_breach_4hr,type3_breach_4hr,total_breach_4hr,pct_4hr_all,pct_4hr_type1,pct_4hr_type2,pct_4hr_type3,emerg_admissions_type1,emerg_admissions_type2,emerg_admissions_type3,total_emerg_admissions_ae,other_emerg_admissions,total_emerg_admissions,dtoa_over_4hr,dtoa_over_12hr,icb_name,financial_year,quarter,quarter_start_date,fy_quarter,region_short,performance_band,at_target,pct_4hr_all_pct,pct_4hr_type1_pct,pct_4hr_type2_pct,pct_4hr_type3_pct,is_local_trust
R0A,NHS England North West ,Manchester University NHS Foundation Trust,88163.0,9934.0,36884.0,134981.0,44649.0,9666.0,34371.0,88686.0,43514.0,268.0,2513.0,46295.0,0.6570258036316222,0.5064369406667196,0.9730219448359172,0.9318674764125366,17344.0,415.0,466.0,18225.0,1332.0,19557.0,13563.0,1003.0,NHS Greater Manchester Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,65.7,50.6,97.3,93.2,0
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,53142.0,0.0,21690.0,74832.0,32968.0,0.0,21226.0,54194.0,20174.0,0.0,464.0,20638.0,0.7242088945905495,0.6203755974558729,,0.97860765329645,22693.0,0.0,7.0,22700.0,1940.0,24640.0,3021.0,1200.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,72.4,62.0,,97.9,0
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0.0,0.0,41420.0,41420.0,0.0,0.0,40401.0,40401.0,0.0,0.0,1019.0,1019.0,0.9753983582810236,,,0.9753983582810236,0.0,0.0,0.0,0.0,144.0,144.0,0.0,0.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,,0,97.5,,,97.5,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,21956.0,0.0,8392.0,30348.0,8867.0,0.0,8140.0,17007.0,13089.0,0.0,252.0,13341.0,0.5603993673388691,0.4038531608671889,,0.9699714013346044,7502.0,0.0,0.0,7502.0,3299.0,10801.0,3716.0,1735.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,56.0,40.4,,97.0,0
Y02532,NHS England North West ,Miriam Minor Emergency,0.0,0.0,4936.0,4936.0,0.0,0.0,4936.0,4936.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,,0,100.0,,,100.0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,78459.0,0.0,27998.0,106457.0,42722.0,0.0,26428.0,69150.0,35737.0,0.0,1570.0,37307.0,0.6495580375174953,0.5445136950509183,,0.9439245660404316,22221.0,0.0,1161.0,23382.0,6093.0,29475.0,7435.0,3695.0,NHS Greater Manchester Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,65.0,54.5,,94.4,0
NV693,NHS England North West ,Rossendale Miu & Ooh,0.0,0.0,2805.0,2805.0,0.0,0.0,2805.0,2805.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Lancashire And South Cumbria Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,,0,100.0,,,100.0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0.0,0.0,5432.0,5432.0,0.0,0.0,5392.0,5392.0,0.0,0.0,40.0,40.0,0.9926362297496318,,,0.9926362297496318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Lancashire And South Cumbria Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,,0,99.3,,,99.3,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,24466.0,0.0,3363.0,27829.0,14168.0,0.0,3236.0,17404.0,10298.0,0.0,127.0,10425.0,0.6253907794027813,0.5790893484836099,,0.9622360987213796,8435.0,0.0,215.0,8650.0,2545.0,11195.0,3427.0,1175.0,NHS Greater Manchester Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,62.5,57.9,,96.2,0
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,27898.0,0.0,10332.0,38230.0,14674.0,0.0,10209.0,24883.0,13224.0,0.0,123.0,13347.0,0.6508762751765629,0.525987525987526,,0.988095238095238,5494.0,0.0,0.0,5494.0,929.0,6423.0,3139.0,1821.0,NHS Greater Manchester Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,65.1,52.6,,98.8,0
RBV,NHS England North West ,The Christie NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2142.0,2142.0,0.0,0.0,NHS Greater Manchester Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,,0,,,,,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,568.0,568.0,0.0,0.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,,0,,,,,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,27910.0,0.0,11615.0,39525.0,18533.0,0.0,11185.0,29718.0,9377.0,0.0,430.0,9807.0,0.7518785578747628,0.6640272303833752,,0.9629789065863108,9790.0,0.0,84.0,9874.0,3087.0,12961.0,3103.0,1314.0,NHS Lancashire And South Cumbria Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,75.2,66.4,,96.3,0
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,21827.0,0.0,9226.0,31053.0,10632.0,0.0,8971.0,19603.0,11195.0,0.0,255.0,11450.0,0.6312755611374102,0.4871031291519677,,0.972360719705181,5541.0,0.0,0.0,5541.0,450.0,5991.0,4221.0,2028.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,63.1,48.7,,97.2,0
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0.0,0.0,13131.0,13131.0,0.0,0.0,12587.0,12587.0,0.0,0.0,544.0,544.0,0.9585713197776254,,,0.9585713197776254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,,0,95.9,,,95.9,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,21450.0,0.0,9991.0,31441.0,9837.0,0.0,9845.0,19682.0,11613.0,0.0,146.0,11759.0,0.6259979008301263,0.4586013986013986,,0.985386848163347,5851.0,0.0,0.0,5851.0,5110.0,10961.0,3540.0,2365.0,NHS Cheshire And Merseyside Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,62.6,45.9,,98.5,0
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust",21822.0,0.0,16060.0,37882.0,10308.0,0.0,15797.0,26105.0,11514.0,0.0,263.0,11777.0,0.6891135631698432,0.4723673357162496,,0.9836239103362392,6802.0,0.0,0.0,6802.0,2317.0,9119.0,5060.0,1411.0,NHS Greater Manchester Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England North West ,4. < 75% (severe),0,68.9,47.2,,98.4,0
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,31703.0,0.0,0.0,31703.0,20732.0,0.0,0.0,20732.0,10971.0,0.0,0.0,10971.0,0.6539444216635649,0.6539444216635649,,,8485.0,0.0,0.0,8485.0,1645.0,10130.0,2612.0,1050.0,NHS Surrey Heartlands Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,65.4,65.4,,,0
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0.0,0.0,7010.0,7010.0,0.0,0.0,6776.0,6776.0,0.0,0.0,234.0,234.0,0.9666191155492154,,,0.9666191155492154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Surrey Heartlands Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,96.7,,,96.7,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0.0,0.0,3916.0,3916.0,0.0,0.0,3884.0,3884.0,0.0,0.0,32.0,32.0,0.9918283963227784,,,0.9918283963227784,0.0,0.0,93.0,93.0,0.0,93.0,0.0,0.0,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,99.2,,,99.2,0
Y02676,NHS England South East ,Brighton Station Health Centre,0.0,0.0,5647.0,5647.0,0.0,0.0,5631.0,5631.0,0.0,0.0,16.0,16.0,0.9971666371524704,,,0.9971666371524704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Sussex Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,99.7,,,99.7,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,32451.0,3425.0,10961.0,46837.0,19020.0,3425.0,9904.0,32349.0,13431.0,0.0,1057.0,14488.0,0.6906719046907359,0.586114449477674,1.0,0.903567192774382,11816.0,2324.0,0.0,14140.0,6204.0,20344.0,1792.0,885.0,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,69.1,58.6,100.0,90.4,0
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,35192.0,0.0,11712.0,46904.0,22798.0,0.0,11616.0,34414.0,12394.0,0.0,96.0,12490.0,0.7337114105406788,0.6478176858376904,,0.9918032786885246,10032.0,0.0,0.0,10032.0,1305.0,11337.0,2653.0,748.0,NHS Kent And Medway Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,73.4,64.8,,99.2,0
Y00751,NHS England South East ,East Berks Primary Care Ooh(Wam),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Frimley Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,,,,,0
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,40879.0,0.0,38068.0,78947.0,22144.0,0.0,36550.0,58694.0,18735.0,0.0,1518.0,20253.0,0.7434608028170798,0.541696225445828,,0.960123988651886,9594.0,0.0,1677.0,11271.0,1557.0,12828.0,5354.0,3618.0,NHS Kent And Medway Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,74.3,54.2,,96.0,0
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,31472.0,0.0,11418.0,42890.0,18894.0,0.0,11189.0,30083.0,12578.0,0.0,229.0,12807.0,0.7013989274889252,0.6003431621759023,,0.9799439481520408,9892.0,0.0,0.0,9892.0,1215.0,11107.0,916.0,155.0,NHS Sussex Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,70.1,60.0,,98.0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0.0,0.0,6467.0,6467.0,0.0,0.0,6467.0,6467.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Sussex Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,100.0,,,100.0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,69322.0,2707.0,33239.0,105268.0,38036.0,2702.0,32592.0,73330.0,31286.0,5.0,647.0,31938.0,0.6966029562640118,0.5486858428781628,0.9981529368304396,0.9805349138060712,19145.0,0.0,0.0,19145.0,314.0,19459.0,6352.0,947.0,NHS Frimley Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,69.7,54.9,99.8,98.1,0
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0.0,0.0,8659.0,8659.0,0.0,0.0,8550.0,8550.0,0.0,0.0,109.0,109.0,0.9874119413327174,,,0.9874119413327174,0.0,0.0,2.0,2.0,380.0,382.0,0.0,0.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,98.7,,,98.7,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,36092.0,182.0,4926.0,41200.0,19365.0,182.0,4778.0,24325.0,16727.0,0.0,148.0,16875.0,0.5904126213592233,0.5365454948465034,1.0,0.9699553390174585,13077.0,21.0,62.0,13160.0,3609.0,16769.0,1305.0,266.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,59.0,53.7,100.0,97.0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,13089.0,820.0,4260.0,18169.0,7812.0,820.0,4260.0,12892.0,5277.0,0.0,0.0,5277.0,0.7095602399691783,0.5968370387348155,1.0,1.0,3231.0,0.0,0.0,3231.0,820.0,4051.0,917.0,257.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,71.0,59.7,100.0,100.0,0
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0.0,0.0,34176.0,34176.0,0.0,0.0,34052.0,34052.0,0.0,0.0,124.0,124.0,0.996371722846442,,,0.996371722846442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Kent And Medway Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,99.6,,,99.6,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,57897.0,0.0,6755.0,64652.0,45684.0,0.0,6714.0,52398.0,12213.0,0.0,41.0,12254.0,0.8104621666769782,0.7890564277941863,,0.9939304219096964,15476.0,0.0,0.0,15476.0,2872.0,18348.0,3208.0,419.0,NHS Kent And Medway Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,3. 75-84%,0,81.0,78.9,,99.4,0
RPA,NHS England South East ,Medway NHS Foundation Trust,27986.0,0.0,22832.0,50818.0,17939.0,0.0,21012.0,38951.0,10047.0,0.0,1820.0,11867.0,0.7664803809673738,0.6409990709640535,,0.9202873160476523,5416.0,0.0,0.0,5416.0,1697.0,7113.0,3241.0,2235.0,NHS Kent And Medway Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,76.6,64.1,,92.0,0
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0.0,0.0,10904.0,10904.0,0.0,0.0,9860.0,9860.0,0.0,0.0,1044.0,1044.0,0.9042553191489362,,,0.9042553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,90.4,,,90.4,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,43452.0,5152.0,7727.0,56331.0,25558.0,5152.0,7700.0,38410.0,17894.0,0.0,27.0,17921.0,0.6818625623546537,0.5881892663168554,1.0,0.9965057590267892,14287.0,347.0,37.0,14671.0,13397.0,28068.0,2956.0,0.0,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,68.2,58.8,100.0,99.7,0
AQN04,NHS England South East ,Phl Lymington Utc,0.0,0.0,8190.0,8190.0,0.0,0.0,8172.0,8172.0,0.0,0.0,18.0,18.0,0.9978021978021978,,,0.9978021978021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,99.8,,,99.8,0
RHU,NHS England South East ,Portsmouth Hospitals University National Health Service Trust,34812.0,2376.0,10975.0,48163.0,17360.0,2362.0,10693.0,30415.0,17452.0,14.0,282.0,17748.0,0.6315013599651185,0.4986786165689992,0.9941077441077442,0.9743052391799544,10482.0,0.0,0.0,10482.0,7686.0,18168.0,4855.0,307.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,63.2,49.9,99.4,97.4,0
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0.0,0.0,15751.0,15751.0,0.0,0.0,15218.0,15218.0,0.0,0.0,533.0,533.0,0.9661608786743698,,,0.9661608786743698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,96.6,,,96.6,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0.0,0.0,17534.0,17534.0,0.0,0.0,16933.0,16933.0,0.0,0.0,601.0,601.0,0.965723736740048,,,0.965723736740048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,96.6,,,96.6,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0.0,0.0,4165.0,4165.0,0.0,0.0,4129.0,4129.0,0.0,0.0,36.0,36.0,0.9913565426170468,,,0.9913565426170468,0.0,0.0,10.0,10.0,1499.0,1509.0,0.0,0.0,NHS Sussex Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,99.1,,,99.1,0
Y07709,NHS England South East ,Reading Urgent Care Centre,0.0,0.0,6038.0,6038.0,0.0,0.0,6038.0,6038.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,100.0,,,100.0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,36565.0,6944.0,4435.0,47944.0,22023.0,6898.0,4435.0,33356.0,14542.0,46.0,0.0,14588.0,0.6957283497413649,0.6022972788185423,0.9933755760368664,1.0,7420.0,0.0,0.0,7420.0,1155.0,8575.0,1939.0,8.0,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,69.6,60.2,99.3,100.0,0
RA2,NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,23062.0,0.0,4097.0,27159.0,16008.0,0.0,4097.0,20105.0,7054.0,0.0,0.0,7054.0,0.740270260318863,0.6941288700026017,,1.0,7505.0,0.0,0.0,7505.0,3226.0,10731.0,1026.0,37.0,NHS Surrey Heartlands Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,74.0,69.4,,100.0,0
NQT51,NHS England South East ,Station Plaza Health Centre,0.0,0.0,3304.0,3304.0,0.0,0.0,3304.0,3304.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Sussex Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,100.0,,,100.0,0
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,33493.0,0.0,0.0,33493.0,19812.0,0.0,0.0,19812.0,13681.0,0.0,0.0,13681.0,0.5915265876451796,0.5915265876451796,,,9327.0,0.0,0.0,9327.0,2700.0,12027.0,3556.0,1656.0,NHS Surrey Heartlands Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,59.2,59.2,,,0
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0.0,0.0,34772.0,34772.0,0.0,0.0,34470.0,34470.0,0.0,0.0,302.0,302.0,0.991314851029564,,,0.991314851029564,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,NHS Sussex Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,99.1,,,99.1,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,37742.0,3514.0,0.0,41256.0,22043.0,3236.0,0.0,25279.0,15699.0,278.0,0.0,15977.0,0.6127351173162692,0.5840443007789731,0.920887877063176,,11939.0,24.0,0.0,11963.0,4804.0,16767.0,1200.0,30.0,NHS Hampshire And Isle Of Wight Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,61.3,58.4,92.1,,0
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,72795.0,4149.0,18291.0,95235.0,41359.0,4037.0,16722.0,62118.0,31436.0,112.0,1569.0,33117.0,0.6522601984564498,0.5681571536506628,0.9730055435044588,0.914220108249959,25871.0,82.0,138.0,26091.0,4333.0,30424.0,5964.0,3121.0,NHS Sussex Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,4. < 75% (severe),0,65.2,56.8,97.3,91.4,0
ACH01,NHS England South East ,Whitstable Medical Practice,0.0,0.0,17615.0,17615.0,0.0,0.0,17615.0,17615.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Kent And Medway Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,100.0,,,100.0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0.0,0.0,7421.0,7421.0,0.0,0.0,7304.0,7304.0,0.0,0.0,117.0,117.0,0.9842339307370974,,,0.9842339307370974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Surrey Heartlands Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South East ,,0,98.4,,,98.4,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,17.0,17.0,201.0,218.0,0.0,0.0,NHS Cornwall And The Isles Of Scilly Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,,0,,,,,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,13474.0,0.0,12012.0,25486.0,7801.0,0.0,11990.0,19791.0,5673.0,0.0,22.0,5695.0,0.7765439849329043,0.5789668992132997,,0.9981684981684982,5415.0,0.0,0.0,5415.0,1537.0,6952.0,800.0,127.0,NHS Dorset Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,4. < 75% (severe),0,77.7,57.9,,99.8,0
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,NHS Dorset Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,,0,,,,,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0.0,0.0,22336.0,22336.0,0.0,0.0,22177.0,22177.0,0.0,0.0,159.0,159.0,0.992881446991404,,,0.992881446991404,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,NHS Gloucestershire Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,,0,99.3,,,99.3,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,40419.0,0.0,0.0,40419.0,24796.0,0.0,0.0,24796.0,15623.0,0.0,0.0,15623.0,0.6134738613028526,0.6134738613028526,,,8082.0,0.0,0.0,8082.0,6701.0,14783.0,2776.0,1536.0,NHS Gloucestershire Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,4. < 75% (severe),0,61.3,61.3,,,0
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,17022.0,0.0,16273.0,33295.0,9466.0,0.0,15090.0,24556.0,7556.0,0.0,1183.0,8739.0,0.7375281573809881,0.5561038655857126,,0.9273028943648988,7411.0,0.0,0.0,7411.0,4141.0,11552.0,2601.0,801.0,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,4. < 75% (severe),0,73.8,55.6,,92.7,0
RVJ,NHS England South West ,North Bristol NHS Trust,27078.0,0.0,0.0,27078.0,15546.0,0.0,0.0,15546.0,11532.0,0.0,0.0,11532.0,0.5741192111677377,0.5741192111677377,,,9222.0,0.0,0.0,9222.0,6208.0,15430.0,3005.0,1297.0,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,4. < 75% (severe),0,57.4,57.4,,,0
L83087,NHS England South West ,Okehampton Medical Centre,0.0,0.0,217.0,217.0,0.0,0.0,217.0,217.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NHS Devon Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,,0,100.0,,,100.0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0.0,0.0,2895.0,2895.0,0.0,0.0,2882.0,2882.0,0.0,0.0,13.0,13.0,0.9955094991364422,,,0.9955094991364422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,,0,99.6,,,99.6,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,18267.0,0.0,33497.0,51764.0,8249.0,0.0,31161.0,39410.0,10018.0,0.0,2336.0,12354.0,0.7613399273626459,0.4515793507417748,,0.9302624115592442,7089.0,0.0,187.0,7276.0,3895.0,11171.0,3505.0,1764.0,NHS Cornwall And The Isles Of Scilly Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,4. < 75% (severe),0,76.1,45.2,,93.0,0
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,40673.0,0.0,13010.0,53683.0,23386.0,0.0,12968.0,36354.0,17287.0,0.0,42.0,17329.0,0.6771976230836577,0.5749760283234578,,0.996771714066103,12481.0,0.0,0.0,12481.0,6524.0,19005.0,5256.0,331.0,NHS Devon Integrated Care Board,2024-25,3,2024-10-01,2024-25 Q3,NHS England South West ,4. < 75% (severe),0,67.7,57.5,,99.7,0
